Model,Device,PP,TP,DType,BS,Input,Output,Operation,SeqLenQ,SeqLenKV,NumOps(G),Memory(GB),TopsRF(TFlops),AI,Bound
Llama2-7B,IntelGaudi2B,1,1,BF16,32,512,512,score@v,512,512,64.0,0.75,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,32,512,512,up(w1),512,512,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,512,512,down(w2),512,512,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,512,512,gate(w3),512,512,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,512,512,qkvo_proj,512,512,4096.0,2.12,432.0,1927.53,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,512,512,q@k_T,512,512,128.0,1.5,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,512,512,softmax,512,512,2.5,2.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,512,512,score@v,512,512,128.0,1.5,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,512,512,up(w1),512,512,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,512,512,down(w2),512,512,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,512,512,gate(w3),512,512,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,512,512,qkvo_proj,512,512,8192.0,4.12,432.0,1985.94,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,512,512,q@k_T,512,512,256.0,3.0,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,512,512,softmax,512,512,5.0,4.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,512,512,score@v,512,512,256.0,3.0,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,512,512,up(w1),512,512,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,512,512,down(w2),512,512,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,512,512,gate(w3),512,512,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,512,512,qkvo_proj,512,512,16384.0,8.12,432.0,2016.49,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,512,512,q@k_T,512,512,512.0,6.0,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,512,512,softmax,512,512,10.0,8.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,512,512,score@v,512,512,512.0,6.0,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,512,512,up(w1),512,512,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,512,512,down(w2),512,512,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,512,512,gate(w3),512,512,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,512,512,qkvo_proj,512,512,32768.0,16.12,432.0,2032.12,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,512,512,q@k_T,512,512,1024.0,12.0,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,512,512,softmax,512,512,20.0,16.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,512,512,score@v,512,512,1024.0,12.0,432.0,85.33,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,512,512,up(w1),512,512,22016.0,7.46,432.0,2951.61,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,512,512,down(w2),512,512,22016.0,7.46,432.0,2951.61,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,512,512,gate(w3),512,512,22016.0,7.46,432.0,2951.61,compute
,,,,,,,,,,,,,,,
Llama2-7B,IntelGaudi2B,1,1,BF16,1,1024,512,qkvo_proj,1024,1024,128.0,0.19,432.0,682.67,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,1,1024,512,q@k_T,1024,1024,8.0,0.08,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,1,1024,512,softmax,1024,1024,0.16,0.12,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,1,1024,512,score@v,1024,1024,8.0,0.08,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,1,1024,512,up(w1),1024,1024,86.0,0.11,432.0,762.46,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,1,1024,512,down(w2),1024,1024,86.0,0.11,432.0,762.46,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,1,1024,512,gate(w3),1024,1024,86.0,0.11,432.0,762.46,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,2,1024,512,qkvo_proj,1024,1024,256.0,0.25,432.0,1024.0,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,2,1024,512,q@k_T,1024,1024,16.0,0.16,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,2,1024,512,softmax,1024,1024,0.31,0.25,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,2,1024,512,score@v,1024,1024,16.0,0.16,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,2,1024,512,up(w1),1024,1024,172.0,0.14,432.0,1214.68,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,2,1024,512,down(w2),1024,1024,172.0,0.14,432.0,1214.68,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,2,1024,512,gate(w3),1024,1024,172.0,0.14,432.0,1214.68,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,4,1024,512,qkvo_proj,1024,1024,512.0,0.38,432.0,1365.33,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,4,1024,512,q@k_T,1024,1024,32.0,0.31,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,4,1024,512,softmax,1024,1024,0.62,0.5,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,4,1024,512,score@v,1024,1024,32.0,0.31,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,4,1024,512,up(w1),1024,1024,344.0,0.2,432.0,1726.75,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,4,1024,512,down(w2),1024,1024,344.0,0.2,432.0,1726.75,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,4,1024,512,gate(w3),1024,1024,344.0,0.2,432.0,1726.75,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,8,1024,512,qkvo_proj,1024,1024,1024.0,0.62,432.0,1638.4,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,8,1024,512,q@k_T,1024,1024,64.0,0.62,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,8,1024,512,softmax,1024,1024,1.25,1.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,8,1024,512,score@v,1024,1024,64.0,0.62,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,8,1024,512,up(w1),1024,1024,688.0,0.31,432.0,2187.93,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,8,1024,512,down(w2),1024,1024,688.0,0.31,432.0,2187.93,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,8,1024,512,gate(w3),1024,1024,688.0,0.31,432.0,2187.93,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,16,1024,512,qkvo_proj,1024,1024,2048.0,1.12,432.0,1820.44,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,16,1024,512,q@k_T,1024,1024,128.0,1.25,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,16,1024,512,softmax,1024,1024,2.5,2.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,16,1024,512,score@v,1024,1024,128.0,1.25,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,16,1024,512,up(w1),1024,1024,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,16,1024,512,down(w2),1024,1024,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,16,1024,512,gate(w3),1024,1024,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,1024,512,qkvo_proj,1024,1024,4096.0,2.12,432.0,1927.53,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,1024,512,q@k_T,1024,1024,256.0,2.5,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,32,1024,512,softmax,1024,1024,5.0,4.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,32,1024,512,score@v,1024,1024,256.0,2.5,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,32,1024,512,up(w1),1024,1024,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,1024,512,down(w2),1024,1024,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,1024,512,gate(w3),1024,1024,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,1024,512,qkvo_proj,1024,1024,8192.0,4.12,432.0,1985.94,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,1024,512,q@k_T,1024,1024,512.0,5.0,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,1024,512,softmax,1024,1024,10.0,8.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,1024,512,score@v,1024,1024,512.0,5.0,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,1024,512,up(w1),1024,1024,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,1024,512,down(w2),1024,1024,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,1024,512,gate(w3),1024,1024,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,1024,512,qkvo_proj,1024,1024,16384.0,8.12,432.0,2016.49,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,1024,512,q@k_T,1024,1024,1024.0,10.0,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,1024,512,softmax,1024,1024,20.0,16.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,1024,512,score@v,1024,1024,1024.0,10.0,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,1024,512,up(w1),1024,1024,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,1024,512,down(w2),1024,1024,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,1024,512,gate(w3),1024,1024,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,1024,512,qkvo_proj,1024,1024,32768.0,16.12,432.0,2032.12,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,1024,512,q@k_T,1024,1024,2048.0,20.0,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,1024,512,softmax,1024,1024,40.0,32.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,1024,512,score@v,1024,1024,2048.0,20.0,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,1024,512,up(w1),1024,1024,22016.0,7.46,432.0,2951.61,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,1024,512,down(w2),1024,1024,22016.0,7.46,432.0,2951.61,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,1024,512,gate(w3),1024,1024,22016.0,7.46,432.0,2951.61,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,1024,512,qkvo_proj,1024,1024,65536.0,32.12,432.0,2040.03,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,1024,512,q@k_T,1024,1024,4096.0,40.0,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,1024,512,softmax,1024,1024,80.0,64.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,1024,512,score@v,1024,1024,4096.0,40.0,432.0,102.4,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,1024,512,up(w1),1024,1024,44032.0,14.83,432.0,2968.32,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,1024,512,down(w2),1024,1024,44032.0,14.83,432.0,2968.32,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,1024,512,gate(w3),1024,1024,44032.0,14.83,432.0,2968.32,compute
,,,,,,,,,,,,,,,
Llama2-7B,IntelGaudi2B,1,1,BF16,1,2048,512,qkvo_proj,2048,2048,256.0,0.25,432.0,1024.0,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,1,2048,512,q@k_T,2048,2048,32.0,0.28,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,1,2048,512,softmax,2048,2048,0.62,0.5,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,1,2048,512,score@v,2048,2048,32.0,0.28,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,1,2048,512,up(w1),2048,2048,172.0,0.14,432.0,1214.68,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,1,2048,512,down(w2),2048,2048,172.0,0.14,432.0,1214.68,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,1,2048,512,gate(w3),2048,2048,172.0,0.14,432.0,1214.68,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,2,2048,512,qkvo_proj,2048,2048,512.0,0.38,432.0,1365.33,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,2,2048,512,q@k_T,2048,2048,64.0,0.56,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,2,2048,512,softmax,2048,2048,1.25,1.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,2,2048,512,score@v,2048,2048,64.0,0.56,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,2,2048,512,up(w1),2048,2048,344.0,0.2,432.0,1726.75,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,2,2048,512,down(w2),2048,2048,344.0,0.2,432.0,1726.75,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,2,2048,512,gate(w3),2048,2048,344.0,0.2,432.0,1726.75,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,4,2048,512,qkvo_proj,2048,2048,1024.0,0.62,432.0,1638.4,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,4,2048,512,q@k_T,2048,2048,128.0,1.12,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,4,2048,512,softmax,2048,2048,2.5,2.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,4,2048,512,score@v,2048,2048,128.0,1.12,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,4,2048,512,up(w1),2048,2048,688.0,0.31,432.0,2187.93,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,4,2048,512,down(w2),2048,2048,688.0,0.31,432.0,2187.93,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,4,2048,512,gate(w3),2048,2048,688.0,0.31,432.0,2187.93,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,8,2048,512,qkvo_proj,2048,2048,2048.0,1.12,432.0,1820.44,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,8,2048,512,q@k_T,2048,2048,256.0,2.25,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,8,2048,512,softmax,2048,2048,5.0,4.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,8,2048,512,score@v,2048,2048,256.0,2.25,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,8,2048,512,up(w1),2048,2048,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,8,2048,512,down(w2),2048,2048,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,8,2048,512,gate(w3),2048,2048,1376.0,0.54,432.0,2525.13,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,16,2048,512,qkvo_proj,2048,2048,4096.0,2.12,432.0,1927.53,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,16,2048,512,q@k_T,2048,2048,512.0,4.5,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,16,2048,512,softmax,2048,2048,10.0,8.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,16,2048,512,score@v,2048,2048,512.0,4.5,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,16,2048,512,up(w1),2048,2048,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,16,2048,512,down(w2),2048,2048,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,16,2048,512,gate(w3),2048,2048,2752.0,1.01,432.0,2735.97,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,2048,512,qkvo_proj,2048,2048,8192.0,4.12,432.0,1985.94,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,2048,512,q@k_T,2048,2048,1024.0,9.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,32,2048,512,softmax,2048,2048,20.0,16.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,32,2048,512,score@v,2048,2048,1024.0,9.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,32,2048,512,up(w1),2048,2048,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,2048,512,down(w2),2048,2048,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,32,2048,512,gate(w3),2048,2048,5504.0,1.93,432.0,2855.17,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,2048,512,qkvo_proj,2048,2048,16384.0,8.12,432.0,2016.49,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,2048,512,q@k_T,2048,2048,2048.0,18.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,2048,512,softmax,2048,2048,40.0,32.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,2048,512,score@v,2048,2048,2048.0,18.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,64,2048,512,up(w1),2048,2048,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,2048,512,down(w2),2048,2048,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,64,2048,512,gate(w3),2048,2048,11008.0,3.77,432.0,2918.74,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,2048,512,qkvo_proj,2048,2048,32768.0,16.12,432.0,2032.12,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,2048,512,q@k_T,2048,2048,4096.0,36.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,2048,512,softmax,2048,2048,80.0,64.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,2048,512,score@v,2048,2048,4096.0,36.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,128,2048,512,up(w1),2048,2048,22016.0,7.46,432.0,2951.61,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,2048,512,down(w2),2048,2048,22016.0,7.46,432.0,2951.61,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,128,2048,512,gate(w3),2048,2048,22016.0,7.46,432.0,2951.61,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,2048,512,qkvo_proj,2048,2048,65536.0,32.12,432.0,2040.03,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,2048,512,q@k_T,2048,2048,8192.0,72.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,2048,512,softmax,2048,2048,160.0,128.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,2048,512,score@v,2048,2048,8192.0,72.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,256,2048,512,up(w1),2048,2048,44032.0,14.83,432.0,2968.32,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,2048,512,down(w2),2048,2048,44032.0,14.83,432.0,2968.32,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,256,2048,512,gate(w3),2048,2048,44032.0,14.83,432.0,2968.32,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,2048,512,qkvo_proj,2048,2048,131072.0,64.12,432.0,2044.01,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,2048,512,q@k_T,2048,2048,16384.0,144.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,2048,512,softmax,2048,2048,320.0,256.0,3.08,1.25,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,2048,512,score@v,2048,2048,16384.0,144.0,432.0,113.78,memory
Llama2-7B,IntelGaudi2B,1,1,BF16,512,2048,512,up(w1),2048,2048,88064.0,29.58,432.0,2976.75,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,2048,512,down(w2),2048,2048,88064.0,29.58,432.0,2976.75,compute
Llama2-7B,IntelGaudi2B,1,1,BF16,512,2048,512,gate(w3),2048,2048,88064.0,29.58,432.0,2976.75,compute
,,,,,,,,,,,,,,,
