Device,DType,BS,HeadsQ,HeadsKV,SeqLenQ,SeqLenKV,HeadDim,Ops(M),Size(MB),TFLOPs,BW(TB/s),Memory(us),Compute(us),ProjectLatency(us),Bound
IntelGaudi2B,BF16,1,32,32,1,768,128,6.0,6.05,11.0,2.46,2.58,0.57,2.58,memory
IntelGaudi2B,BF16,2,32,32,1,768,128,12.0,12.11,11.0,2.46,5.16,1.14,5.16,memory
IntelGaudi2B,BF16,4,32,32,1,768,128,24.0,24.22,11.0,2.46,10.32,2.29,10.32,memory
IntelGaudi2B,BF16,8,32,32,1,768,128,48.0,48.44,11.0,2.46,20.65,4.58,20.65,memory
IntelGaudi2B,BF16,16,32,32,1,768,128,96.0,96.88,11.0,2.46,41.29,9.15,41.29,memory
IntelGaudi2B,BF16,32,32,32,1,768,128,192.0,193.75,11.0,2.46,82.59,18.3,82.59,memory
IntelGaudi2B,BF16,64,32,32,1,768,128,384.0,387.5,11.0,2.46,165.17,36.6,165.17,memory
IntelGaudi2B,BF16,128,32,32,1,768,128,768.0,775.0,11.0,2.46,330.34,73.21,330.34,memory
IntelGaudi2B,BF16,256,32,32,1,768,128,1536.0,1550.0,11.0,2.46,660.69,146.42,660.69,memory
IntelGaudi2B,BF16,512,32,32,1,768,128,3072.0,3100.0,11.0,2.46,1321.38,292.84,1321.38,memory
,,,,,,,,,,,,,,,
IntelGaudi2B,BF16,1,32,32,1,1280,128,10.0,10.09,11.0,2.46,4.3,0.95,4.3,memory
IntelGaudi2B,BF16,2,32,32,1,1280,128,20.0,20.17,11.0,2.46,8.6,1.91,8.6,memory
IntelGaudi2B,BF16,4,32,32,1,1280,128,40.0,40.34,11.0,2.46,17.2,3.81,17.2,memory
IntelGaudi2B,BF16,8,32,32,1,1280,128,80.0,80.69,11.0,2.46,34.39,7.63,34.39,memory
IntelGaudi2B,BF16,16,32,32,1,1280,128,160.0,161.38,11.0,2.46,68.79,15.25,68.79,memory
IntelGaudi2B,BF16,32,32,32,1,1280,128,320.0,322.75,11.0,2.46,137.57,30.5,137.57,memory
IntelGaudi2B,BF16,64,32,32,1,1280,128,640.0,645.5,11.0,2.46,275.14,61.01,275.14,memory
IntelGaudi2B,BF16,128,32,32,1,1280,128,1280.0,1291.0,11.0,2.46,550.29,122.02,550.29,memory
IntelGaudi2B,BF16,256,32,32,1,1280,128,2560.0,2582.0,11.0,2.46,1100.58,244.03,1100.58,memory
IntelGaudi2B,BF16,512,32,32,1,1280,128,5120.0,5164.0,11.0,2.46,2201.16,488.06,2201.16,memory
,,,,,,,,,,,,,,,
IntelGaudi2B,BF16,1,32,32,1,2304,128,18.0,18.15,11.0,2.46,7.74,1.72,7.74,memory
IntelGaudi2B,BF16,2,32,32,1,2304,128,36.0,36.3,11.0,2.46,15.47,3.43,15.47,memory
IntelGaudi2B,BF16,4,32,32,1,2304,128,72.0,72.59,11.0,2.46,30.94,6.86,30.94,memory
IntelGaudi2B,BF16,8,32,32,1,2304,128,144.0,145.19,11.0,2.46,61.89,13.73,61.89,memory
IntelGaudi2B,BF16,16,32,32,1,2304,128,288.0,290.38,11.0,2.46,123.77,27.45,123.77,memory
IntelGaudi2B,BF16,32,32,32,1,2304,128,576.0,580.75,11.0,2.46,247.54,54.91,247.54,memory
IntelGaudi2B,BF16,64,32,32,1,2304,128,1152.0,1161.5,11.0,2.46,495.09,109.81,495.09,memory
IntelGaudi2B,BF16,128,32,32,1,2304,128,2304.0,2323.0,11.0,2.46,990.18,219.63,990.18,memory
IntelGaudi2B,BF16,256,32,32,1,2304,128,4608.0,4646.0,11.0,2.46,1980.36,439.26,1980.36,memory
IntelGaudi2B,BF16,512,32,32,1,2304,128,9216.0,9292.0,11.0,2.46,3960.72,878.52,3960.72,memory
,,,,,,,,,,,,,,,
