Model,Device,PP,TP,DType,Input,Output,BS,KVCacheBucket,Prefill(ms),DecodeMin(ms),DecodeMax(ms),DecodeAvg(ms),Latency(ms),Throughput(tokens/sec)
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,24,128,7877.53,31.25,31.25,31.25,92.55,259.32
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,28,128,9187.26,32.33,32.33,32.33,103.85,269.62
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,32,128,10496.98,33.4,33.4,33.4,115.15,277.9
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,48,128,15735.86,37.7,37.7,37.7,160.35,299.35
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,56,128,18355.31,39.85,39.85,39.85,182.94,306.11
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,60,128,19665.03,40.93,40.93,40.93,194.24,308.9
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,64,128,20974.75,42.01,42.01,42.01,205.54,311.37
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,96,128,31452.52,50.61,50.61,50.61,295.94,324.39
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,112,128,36691.41,54.91,54.91,54.91,341.13,328.32
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,128,128,41930.3,59.21,59.21,59.21,386.33,331.32
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,256,128,83841.39,116.86,116.86,116.86,770.96,332.05
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,128,512,128,167663.57,232.59,232.59,232.59,1540.64,332.33
,,,,,,,,,,,,,,
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,1,128,346.64,25.07,25.11,25.09,25.72,38.88
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,4,128,1328.93,25.87,26.06,25.97,28.51,140.3
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,16,128,5258.09,29.1,29.84,29.47,39.68,403.23
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,24,128,7877.53,31.25,32.36,31.81,47.13,509.23
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,28,128,9187.26,32.33,33.62,32.97,50.85,550.64
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,32,128,10496.98,33.4,34.89,34.14,54.58,586.3
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,48,128,15735.86,37.7,39.93,38.81,69.47,690.95
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,56,128,18355.31,39.85,42.45,41.15,76.92,728.03
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,60,128,19665.03,40.93,43.71,42.32,80.64,744.05
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,64,128,20974.75,42.01,44.97,43.49,84.37,758.56
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,96,128,31452.52,50.61,55.06,52.83,114.16,840.93
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,112,128,36691.41,54.91,60.1,57.5,129.05,867.88
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,128,128,41930.3,59.21,65.15,62.17,143.95,889.2
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,256,128,83841.39,116.86,128.73,122.78,286.3,894.17
Mixtral-8x7B,IntelGaudi2C,1,1,FP8,2048,512,512,128,167663.57,232.59,256.32,244.43,571.42,896.01
,,,,,,,,,,,,,,
