Device,DType,BS,HeadsQ,HeadsKV,SeqLenQ,SeqLenKV,HeadDim,Ops(M),Size(MB),TFLOPs,BW(TB/s),Memory(us),Compute(us),ProjectLatency(us),Bound
IntelGaudi2B,BF16,1,32,32,1,768,128,6.0,6.05,1.69,2.46,2.58,3.72,3.72,compute
IntelGaudi2B,BF16,2,32,32,1,768,128,12.0,12.11,1.69,2.46,5.16,7.45,7.45,compute
IntelGaudi2B,BF16,4,32,32,1,768,128,24.0,24.22,1.69,2.46,10.32,14.89,14.89,compute
IntelGaudi2B,BF16,8,32,32,1,768,128,48.0,48.44,1.69,2.46,20.65,29.78,29.78,compute
IntelGaudi2B,BF16,16,32,32,1,768,128,96.0,96.88,1.69,2.46,41.29,59.56,59.56,compute
IntelGaudi2B,BF16,32,32,32,1,768,128,192.0,193.75,1.69,2.46,82.59,119.13,119.13,compute
IntelGaudi2B,BF16,64,32,32,1,768,128,384.0,387.5,1.69,2.46,165.17,238.26,238.26,compute
IntelGaudi2B,BF16,128,32,32,1,768,128,768.0,775.0,1.69,2.46,330.34,476.51,476.51,compute
IntelGaudi2B,BF16,256,32,32,1,768,128,1536.0,1550.0,1.69,2.46,660.69,953.03,953.03,compute
IntelGaudi2B,BF16,512,32,32,1,768,128,3072.0,3100.0,1.69,2.46,1321.38,1906.05,1906.05,compute
,,,,,,,,,,,,,,,
IntelGaudi2B,BF16,1,32,32,1,1280,128,10.0,10.09,1.69,2.46,4.3,6.2,6.2,compute
IntelGaudi2B,BF16,2,32,32,1,1280,128,20.0,20.17,1.69,2.46,8.6,12.41,12.41,compute
IntelGaudi2B,BF16,4,32,32,1,1280,128,40.0,40.34,1.69,2.46,17.2,24.82,24.82,compute
IntelGaudi2B,BF16,8,32,32,1,1280,128,80.0,80.69,1.69,2.46,34.39,49.64,49.64,compute
IntelGaudi2B,BF16,16,32,32,1,1280,128,160.0,161.38,1.69,2.46,68.79,99.27,99.27,compute
IntelGaudi2B,BF16,32,32,32,1,1280,128,320.0,322.75,1.69,2.46,137.57,198.55,198.55,compute
IntelGaudi2B,BF16,64,32,32,1,1280,128,640.0,645.5,1.69,2.46,275.14,397.09,397.09,compute
IntelGaudi2B,BF16,128,32,32,1,1280,128,1280.0,1291.0,1.69,2.46,550.29,794.19,794.19,compute
IntelGaudi2B,BF16,256,32,32,1,1280,128,2560.0,2582.0,1.69,2.46,1100.58,1588.38,1588.38,compute
IntelGaudi2B,BF16,512,32,32,1,1280,128,5120.0,5164.0,1.69,2.46,2201.16,3176.75,3176.75,compute
,,,,,,,,,,,,,,,
IntelGaudi2B,BF16,1,32,32,1,2304,128,18.0,18.15,1.69,2.46,7.74,11.17,11.17,compute
IntelGaudi2B,BF16,2,32,32,1,2304,128,36.0,36.3,1.69,2.46,15.47,22.34,22.34,compute
IntelGaudi2B,BF16,4,32,32,1,2304,128,72.0,72.59,1.69,2.46,30.94,44.67,44.67,compute
IntelGaudi2B,BF16,8,32,32,1,2304,128,144.0,145.19,1.69,2.46,61.89,89.35,89.35,compute
IntelGaudi2B,BF16,16,32,32,1,2304,128,288.0,290.38,1.69,2.46,123.77,178.69,178.69,compute
IntelGaudi2B,BF16,32,32,32,1,2304,128,576.0,580.75,1.69,2.46,247.54,357.38,357.38,compute
IntelGaudi2B,BF16,64,32,32,1,2304,128,1152.0,1161.5,1.69,2.46,495.09,714.77,714.77,compute
IntelGaudi2B,BF16,128,32,32,1,2304,128,2304.0,2323.0,1.69,2.46,990.18,1429.54,1429.54,compute
IntelGaudi2B,BF16,256,32,32,1,2304,128,4608.0,4646.0,1.69,2.46,1980.36,2859.08,2859.08,compute
IntelGaudi2B,BF16,512,32,32,1,2304,128,9216.0,9292.0,1.69,2.46,3960.72,5718.15,5718.15,compute
,,,,,,,,,,,,,,,
