Device,DType,BS,HeadsQ,HeadsKV,SeqLenQ,SeqLenKV,HeadDim,Ops(QK+SV)(M),Size(MB),TFLOPs,BW(TB/s),Memory(us),Compute(us),ProjectLatency(us),Bound
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,4,32,8,1,128,128,24.0,6.25,2.19,1.5,4.37,11.47,11.47,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,16,32,8,1,128,128,96.0,25.0,2.19,1.5,17.47,45.89,45.89,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
IntelGaudi2C,BF16,24,32,8,1,128,128,144.0,37.5,2.19,1.5,26.2,68.83,68.83,compute
