Model,Device,PP,TP,DType,BS,Input,Output,Operation,SeqLenQ,SeqLenKV,NumOps(G),Memory(GB),TopsRF(TFlops),AI,Bound
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,1,512,512,qkvo_proj,512,512,64.0,0.16,432.0,409.6,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,1,512,512,q@k_T,512,512,2.0,0.02,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,1,512,512,softmax,512,512,0.04,0.03,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,1,512,512,score@v,512,512,2.0,0.02,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,1,512,512,up(w1),512,512,56.0,0.13,432.0,441.11,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,1,512,512,down(w2),512,512,56.0,0.13,432.0,441.11,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,1,512,512,gate(w3),512,512,56.0,0.13,432.0,441.11,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,2,512,512,qkvo_proj,512,512,128.0,0.19,432.0,682.67,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,2,512,512,q@k_T,512,512,4.0,0.04,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,2,512,512,softmax,512,512,0.08,0.06,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,2,512,512,score@v,512,512,4.0,0.04,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,2,512,512,up(w1),512,512,112.0,0.14,432.0,774.92,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,2,512,512,down(w2),512,512,112.0,0.14,432.0,774.92,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,2,512,512,gate(w3),512,512,112.0,0.14,432.0,774.92,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,4,512,512,qkvo_proj,512,512,256.0,0.25,432.0,1024.0,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,4,512,512,q@k_T,512,512,8.0,0.08,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,4,512,512,softmax,512,512,0.16,0.12,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,4,512,512,score@v,512,512,8.0,0.08,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,4,512,512,up(w1),512,512,224.0,0.18,432.0,1246.61,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,4,512,512,down(w2),512,512,224.0,0.18,432.0,1246.61,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,4,512,512,gate(w3),512,512,224.0,0.18,432.0,1246.61,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,8,512,512,qkvo_proj,512,512,512.0,0.38,432.0,1365.33,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,8,512,512,q@k_T,512,512,16.0,0.16,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,8,512,512,softmax,512,512,0.31,0.25,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,8,512,512,score@v,512,512,16.0,0.16,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,8,512,512,up(w1),512,512,448.0,0.25,432.0,1792.0,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,8,512,512,down(w2),512,512,448.0,0.25,432.0,1792.0,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,8,512,512,gate(w3),512,512,448.0,0.25,432.0,1792.0,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,16,512,512,qkvo_proj,512,512,1024.0,0.62,432.0,1638.4,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,16,512,512,q@k_T,512,512,32.0,0.33,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,16,512,512,softmax,512,512,0.62,0.5,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,16,512,512,score@v,512,512,32.0,0.33,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,16,512,512,up(w1),512,512,896.0,0.39,432.0,2293.76,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,16,512,512,down(w2),512,512,896.0,0.39,432.0,2293.76,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,16,512,512,gate(w3),512,512,896.0,0.39,432.0,2293.76,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,32,512,512,qkvo_proj,512,512,2048.0,1.12,432.0,1820.44,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,32,512,512,q@k_T,512,512,64.0,0.66,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,32,512,512,softmax,512,512,1.25,1.0,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,32,512,512,score@v,512,512,64.0,0.66,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,32,512,512,up(w1),512,512,1792.0,0.67,432.0,2667.16,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,32,512,512,down(w2),512,512,1792.0,0.67,432.0,2667.16,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,32,512,512,gate(w3),512,512,1792.0,0.67,432.0,2667.16,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,64,512,512,qkvo_proj,512,512,4096.0,2.12,432.0,1927.53,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,64,512,512,q@k_T,512,512,128.0,1.31,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,64,512,512,softmax,512,512,2.5,2.0,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,64,512,512,score@v,512,512,128.0,1.31,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,64,512,512,up(w1),512,512,3584.0,1.23,432.0,2903.49,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,64,512,512,down(w2),512,512,3584.0,1.23,432.0,2903.49,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,64,512,512,gate(w3),512,512,3584.0,1.23,432.0,2903.49,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,128,512,512,qkvo_proj,512,512,8192.0,4.12,432.0,1985.94,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,128,512,512,q@k_T,512,512,256.0,2.62,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,128,512,512,softmax,512,512,5.0,4.0,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,128,512,512,score@v,512,512,256.0,2.62,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,128,512,512,up(w1),512,512,7168.0,2.36,432.0,3038.09,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,128,512,512,down(w2),512,512,7168.0,2.36,432.0,3038.09,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,128,512,512,gate(w3),512,512,7168.0,2.36,432.0,3038.09,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,256,512,512,qkvo_proj,512,512,16384.0,8.12,432.0,2016.49,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,256,512,512,q@k_T,512,512,512.0,5.25,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,256,512,512,softmax,512,512,10.0,8.0,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,256,512,512,score@v,512,512,512.0,5.25,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,256,512,512,up(w1),512,512,14336.0,4.61,432.0,3110.18,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,256,512,512,down(w2),512,512,14336.0,4.61,432.0,3110.18,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,256,512,512,gate(w3),512,512,14336.0,4.61,432.0,3110.18,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,512,512,512,qkvo_proj,512,512,32768.0,16.12,432.0,2032.12,compute
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,512,512,512,q@k_T,512,512,1024.0,10.5,432.0,97.52,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,512,512,512,softmax,512,512,20.0,16.0,3.08,1.25,memory
Mixtral-8x7B,IntelGaudi2B,1,1,BF16,512,512,512,score@v,512,512,1024.0,10.5,432.0,97.52,memory
